Datetime,QQQM,^VIX,VOO
2025-03-13 14:45:00+00:00,194.5500946044922,23.93000030517578,511.1400146484375
2025-03-13 15:00:00+00:00,194.0800018310547,24.100000381469727,510.29949951171875
2025-03-13 15:15:00+00:00,193.89999389648438,24.270000457763672,509.6400146484375
2025-03-13 15:30:00+00:00,193.88999938964844,24.440000534057617,509.6600036621094
2025-03-13 15:45:00+00:00,193.2899932861328,24.90999984741211,508.0195007324219
2025-03-13 16:00:00+00:00,193.5,24.84000015258789,508.4700012207031
2025-03-13 16:15:00+00:00,193.375,24.979999542236328,508.0899963378906
2025-03-13 16:30:00+00:00,193.5872039794922,24.729999542236328,508.5799865722656
2025-03-13 16:45:00+00:00,193.125,25.170000076293945,508.05999755859375
2025-03-13 17:00:00+00:00,192.69590759277344,25.40999984741211,507.125
2025-03-13 17:15:00+00:00,192.55999755859375,25.43000030517578,506.7699890136719
2025-03-13 17:30:00+00:00,192.1199951171875,25.860000610351562,505.7200012207031
2025-03-13 17:45:00+00:00,192.22000122070312,26.1299991607666,505.70001220703125
2025-03-13 18:00:00+00:00,193.47500610351562,25.280000686645508,508.33740234375
2025-03-13 18:15:00+00:00,193.55499267578125,25.18000030517578,508.489990234375
2025-03-13 18:30:00+00:00,194.03900146484375,24.719999313354492,509.3900146484375
2025-03-13 18:45:00+00:00,193.94509887695312,24.780000686645508,509.3201904296875
2025-03-13 19:00:00+00:00,193.49000549316406,24.860000610351562,508.29998779296875
2025-03-13 19:15:00+00:00,192.92999267578125,25.079999923706055,507.0701904296875
2025-03-13 19:30:00+00:00,192.58999633789062,25.149999618530273,506.7099914550781
2025-03-13 19:45:00+00:00,192.83999633789062,24.920000076293945,507.0400085449219
2025-03-13 20:00:00+00:00,193.5,24.649999618530273,508.5
2025-03-13 20:15:00+00:00,193.44,,508.31
2025-03-13 20:30:00+00:00,193.25,,507.945
2025-03-13 20:45:00+00:00,193.3099,,508.075
2025-03-13 21:00:00+00:00,193.13,,507.99
2025-03-13 21:15:00+00:00,193.03,,508.19
2025-03-13 21:30:00+00:00,193.1,,507.99
2025-03-13 21:45:00+00:00,193.27,,507.64
2025-03-13 22:00:00+00:00,193.82,,509.12
2025-03-13 22:15:00+00:00,193.7189,,508.81
2025-03-13 22:30:00+00:00,193.9788,,509.2312
2025-03-13 22:45:00+00:00,193.9,,509.315
2025-03-13 23:00:00+00:00,194.0801,,509.689
2025-03-13 23:15:00+00:00,194.0,,509.48
2025-03-13 23:30:00+00:00,193.89,,509.26
2025-03-13 23:45:00+00:00,193.9599,,509.41
2025-03-14 07:15:00+00:00,,24.280000686645508,
2025-03-14 07:30:00+00:00,,24.209999084472656,
2025-03-14 07:45:00+00:00,,24.25,
2025-03-14 08:00:00+00:00,194.41,24.170000076293945,510.28
2025-03-14 08:15:00+00:00,194.73,24.020000457763672,511.2
2025-03-14 08:30:00+00:00,194.73,24.110000610351562,510.83
2025-03-14 08:45:00+00:00,194.7,24.100000381469727,510.86
2025-03-14 09:00:00+00:00,194.86,24.059999465942383,511.16
2025-03-14 09:15:00+00:00,194.82,24.110000610351562,511.15
2025-03-14 09:30:00+00:00,194.75,24.170000076293945,510.99
2025-03-14 09:45:00+00:00,194.8,24.190000534057617,511.0
2025-03-14 10:00:00+00:00,194.64,24.260000228881836,510.7
2025-03-14 10:15:00+00:00,194.64,24.229999542236328,510.76
2025-03-14 10:30:00+00:00,194.42,24.25,510.66
2025-03-14 10:45:00+00:00,195.2,24.06999969482422,511.44
2025-03-14 11:00:00+00:00,194.96,24.1200008392334,511.15
2025-03-14 11:15:00+00:00,194.72,24.139999389648438,511.05
2025-03-14 11:30:00+00:00,195.12,23.969999313354492,511.62
2025-03-14 11:45:00+00:00,195.12,23.950000762939453,511.61
2025-03-14 12:00:00+00:00,195.15,24.010000228881836,511.662
2025-03-14 12:15:00+00:00,195.56,23.790000915527344,512.645
2025-03-14 12:30:00+00:00,195.38,23.959999084472656,511.9322
2025-03-14 12:45:00+00:00,195.36,23.850000381469727,512.18
2025-03-14 13:00:00+00:00,195.22,23.899999618530273,511.7722
2025-03-14 13:15:00+00:00,195.0,23.889999389648438,
2025-03-14 13:30:00+00:00,196.0782012939453,23.31999969482422,513.2429809570312
2025-03-14 13:45:00+00:00,195.80999755859375,23.3799991607666,513.3599853515625
2025-03-14 14:00:00+00:00,195.1999969482422,23.649999618530273,511.8481140136719
2025-03-14 14:15:00+00:00,195.0699005126953,23.309999465942383,512.010009765625
2025-03-14 14:30:00+00:00,195.8199005126953,22.68000030517578,513.6912231445312
2025-03-14 14:45:00+00:00,196.42999267578125,22.450000762939453,515.1500244140625
2025-03-14 15:00:00+00:00,196.57000732421875,22.520000457763672,515.2470703125
2025-03-14 15:15:00+00:00,196.86500549316406,22.299999237060547,515.85498046875
2025-03-14 15:30:00+00:00,197.3300018310547,22.110000610351562,517.0050048828125
2025-03-14 15:45:00+00:00,197.11000061035156,22.219999313354492,516.8499755859375
2025-03-14 16:00:00+00:00,196.73980712890625,22.520000457763672,515.6500244140625
2025-03-14 16:15:00+00:00,196.56919860839844,22.709999084472656,515.1300048828125
2025-03-14 16:30:00+00:00,197.20559692382812,22.479999542236328,516.4407958984375
2025-03-14 16:45:00+00:00,197.3000030517578,22.209999084472656,516.8599853515625
2025-03-14 17:00:00+00:00,197.1199951171875,22.219999313354492,516.6950073242188
2025-03-14 17:15:00+00:00,196.94000244140625,22.309999465942383,516.2293090820312
2025-03-14 17:30:00+00:00,196.72500610351562,22.56999969482422,515.6408081054688
2025-03-14 17:45:00+00:00,196.68679809570312,22.540000915527344,515.4600219726562
2025-03-14 18:00:00+00:00,196.73500061035156,22.31999969482422,515.6060180664062
2025-03-14 18:15:00+00:00,196.6999969482422,22.209999084472656,515.530029296875
2025-03-14 18:30:00+00:00,197.23500061035156,21.93000030517578,516.760009765625
2025-03-14 18:45:00+00:00,197.1199951171875,21.8799991607666,516.4749755859375
2025-03-14 19:00:00+00:00,197.51800537109375,21.56999969482422,517.3800048828125
2025-03-14 19:15:00+00:00,197.0800018310547,21.760000228881836,516.5
2025-03-14 19:30:00+00:00,197.09649658203125,21.690000534057617,516.7050170898438
2025-03-14 19:45:00+00:00,197.47000122070312,21.649999618530273,517.4500122070312
2025-03-14 20:00:00+00:00,197.059,21.770000457763672,516.37
2025-03-14 20:15:00+00:00,196.99,,516.4
2025-03-14 20:30:00+00:00,197.06,,516.51
2025-03-14 20:45:00+00:00,197.12,,516.505
2025-03-14 21:00:00+00:00,197.14,,516.57
2025-03-14 21:15:00+00:00,197.09,,516.46
2025-03-14 21:30:00+00:00,197.18,,516.645
2025-03-14 21:45:00+00:00,197.18,,516.95
2025-03-14 22:00:00+00:00,197.15,,516.925
2025-03-14 22:15:00+00:00,197.14,,516.665
2025-03-14 22:30:00+00:00,196.93,,516.67
2025-03-14 22:45:00+00:00,197.2,,516.3
2025-03-14 23:00:00+00:00,197.2,,516.43
2025-03-14 23:15:00+00:00,197.2,,516.9988
2025-03-14 23:30:00+00:00,,,516.995
2025-03-14 23:45:00+00:00,197.2,,517.0
2025-03-17 07:15:00+00:00,,22.81999969482422,
2025-03-17 07:30:00+00:00,,22.8799991607666,
2025-03-17 07:45:00+00:00,,22.75,
2025-03-17 08:00:00+00:00,196.3,22.760000228881836,514.74
2025-03-17 08:15:00+00:00,196.3,22.65999984741211,515.04
2025-03-17 08:30:00+00:00,196.6,22.59000015258789,515.08
2025-03-17 08:45:00+00:00,196.6,22.549999237060547,515.38
2025-03-17 09:00:00+00:00,196.63,22.520000457763672,515.29
2025-03-17 09:15:00+00:00,196.6,22.5,515.39
2025-03-17 09:30:00+00:00,196.7,22.469999313354492,515.47
2025-03-17 09:45:00+00:00,196.77,22.459999084472656,515.33
2025-03-17 10:00:00+00:00,196.88,22.3799991607666,515.72
2025-03-17 10:15:00+00:00,196.89,22.309999465942383,515.95
2025-03-17 10:30:00+00:00,196.97,22.270000457763672,516.22
2025-03-17 10:45:00+00:00,197.26,22.149999618530273,516.6
2025-03-17 11:00:00+00:00,197.45,22.09000015258789,517.0
2025-03-17 11:15:00+00:00,197.45,22.100000381469727,516.78
2025-03-17 11:30:00+00:00,197.52,22.110000610351562,516.78
2025-03-17 11:45:00+00:00,197.32,22.18000030517578,516.31
2025-03-17 12:00:00+00:00,197.13,22.25,515.973
2025-03-17 12:15:00+00:00,197.31,22.229999542236328,515.6052
2025-03-17 12:30:00+00:00,198.16,21.829999923706055,518.175
2025-03-17 12:45:00+00:00,197.9988,21.860000610351562,517.8027
2025-03-17 13:00:00+00:00,197.8398,21.850000381469727,517.68
2025-03-17 13:15:00+00:00,197.41,21.920000076293945,
2025-03-17 13:30:00+00:00,198.57989501953125,21.139999389648438,520.2899780273438
2025-03-17 13:45:00+00:00,198.32000732421875,21.010000228881836,520.114990234375
2025-03-17 14:00:00+00:00,198.50999450683594,20.889999389648438,520.47998046875
2025-03-17 14:15:00+00:00,197.664306640625,21.059999465942383,519.1799926757812
2025-03-17 14:30:00+00:00,197.94500732421875,20.940000534057617,520.0
2025-03-17 14:45:00+00:00,197.30999755859375,21.209999084472656,518.5700073242188
2025-03-17 15:00:00+00:00,197.389892578125,21.15999984741211,519.0288696289062
2025-03-17 15:15:00+00:00,197.2301025390625,21.1200008392334,518.6751098632812
2025-03-17 15:30:00+00:00,196.9600067138672,21.260000228881836,517.9473876953125
2025-03-17 15:45:00+00:00,197.2449951171875,21.110000610351562,518.3900146484375
2025-03-17 16:00:00+00:00,197.72999572753906,20.809999465942383,519.4301147460938
2025-03-17 16:15:00+00:00,197.17999267578125,20.959999084472656,518.4550170898438
2025-03-17 16:30:00+00:00,197.13499450683594,20.940000534057617,518.4400024414062
2025-03-17 16:45:00+00:00,197.40499877929688,20.780000686645508,519.1099853515625
2025-03-17 17:00:00+00:00,197.6309051513672,20.690000534057617,519.6099853515625
2025-03-17 17:15:00+00:00,197.98899841308594,20.729999542236328,520.25
2025-03-17 17:30:00+00:00,198.60000610351562,20.5,521.2899780273438
2025-03-17 17:45:00+00:00,198.591796875,20.459999084472656,521.4299926757812
2025-03-17 18:00:00+00:00,199.22000122070312,20.440000534057617,522.619873046875
2025-03-17 18:15:00+00:00,199.61000061035156,20.399999618530273,522.8900146484375
2025-03-17 18:30:00+00:00,199.77999877929688,20.389999389648438,523.169921875
2025-03-17 18:45:00+00:00,199.83990478515625,20.420000076293945,523.3599853515625
2025-03-17 19:00:00+00:00,199.64999389648438,20.459999084472656,522.9299926757812
2025-03-17 19:15:00+00:00,199.6549072265625,20.389999389648438,523.239990234375
2025-03-17 19:30:00+00:00,199.61000061035156,20.440000534057617,523.0800170898438
2025-03-17 19:45:00+00:00,198.77999877929688,20.479999542236328,521.3599853515625
2025-03-17 20:00:00+00:00,198.5903,20.5,521.12
2025-03-17 20:15:00+00:00,198.7897,,521.3112
2025-03-17 20:30:00+00:00,198.76,,521.31
2025-03-17 20:45:00+00:00,198.77,,521.345
2025-03-17 21:00:00+00:00,198.77,,521.51
2025-03-17 21:15:00+00:00,198.79,,521.24
2025-03-17 21:30:00+00:00,198.85,,521.25
2025-03-17 21:45:00+00:00,198.91,,521.205
2025-03-17 22:00:00+00:00,199.0014,,521.62
2025-03-17 22:15:00+00:00,198.98,,521.6
2025-03-17 22:30:00+00:00,198.99,,521.815
2025-03-17 22:45:00+00:00,198.94,,521.87
2025-03-17 23:00:00+00:00,198.8,,521.205
2025-03-17 23:15:00+00:00,198.74,,521.385
2025-03-17 23:30:00+00:00,198.7,,521.4
2025-03-17 23:45:00+00:00,198.6999,,521.3196
2025-03-18 07:15:00+00:00,,20.790000915527344,
2025-03-18 07:30:00+00:00,,20.760000228881836,
2025-03-18 07:45:00+00:00,,20.809999465942383,
2025-03-18 08:00:00+00:00,,20.719999313354492,520.76
2025-03-18 08:15:00+00:00,198.42,20.549999237060547,521.07
2025-03-18 08:30:00+00:00,198.76,20.479999542236328,521.23
2025-03-18 08:45:00+00:00,198.47,20.5,521.44
2025-03-18 09:00:00+00:00,,20.530000686645508,521.41
2025-03-18 09:15:00+00:00,,20.530000686645508,521.35
2025-03-18 09:30:00+00:00,198.42,20.6299991607666,521.17
2025-03-18 09:45:00+00:00,198.29,20.739999771118164,520.58
2025-03-18 10:00:00+00:00,197.82,20.920000076293945,519.77
2025-03-18 10:15:00+00:00,198.06,20.8799991607666,519.95
2025-03-18 10:30:00+00:00,197.95,20.889999389648438,520.0
2025-03-18 10:45:00+00:00,198.18,20.81999969482422,520.3
2025-03-18 11:00:00+00:00,198.18,20.770000457763672,520.38
2025-03-18 11:15:00+00:00,198.0,20.8799991607666,519.94
2025-03-18 11:30:00+00:00,197.779,20.950000762939453,519.76
2025-03-18 11:45:00+00:00,198.16,20.760000228881836,520.5
2025-03-18 12:00:00+00:00,197.94,20.829999923706055,520.03
2025-03-18 12:15:00+00:00,197.9307,20.799999237060547,520.245
2025-03-18 12:30:00+00:00,197.88,20.799999237060547,519.98
2025-03-18 12:45:00+00:00,197.5,21.40999984741211,519.085
2025-03-18 13:00:00+00:00,197.48,21.3700008392334,519.3
2025-03-18 13:15:00+00:00,197.3596,21.56999969482422,
2025-03-18 13:30:00+00:00,195.58999633789062,22.040000915527344,516.510009765625
2025-03-18 13:45:00+00:00,195.23500061035156,22.40999984741211,515.614990234375
2025-03-18 14:00:00+00:00,195.02000427246094,22.290000915527344,515.3800048828125
2025-03-18 14:15:00+00:00,195.42999267578125,22.0,516.0900268554688
2025-03-18 14:30:00+00:00,195.24000549316406,21.959999084472656,515.885009765625
2025-03-18 14:45:00+00:00,195.2899932861328,21.93000030517578,515.5700073242188
2025-03-18 15:00:00+00:00,194.9550018310547,22.0,515.1199951171875
2025-03-18 15:15:00+00:00,195.13999938964844,22.06999969482422,514.8400268554688
2025-03-18 15:30:00+00:00,195.17999267578125,22.030000686645508,515.1599731445312
2025-03-18 15:45:00+00:00,195.0500030517578,22.270000457763672,514.530029296875
2025-03-18 16:00:00+00:00,195.6750030517578,21.8799991607666,515.8201293945312
2025-03-18 16:15:00+00:00,195.856201171875,21.739999771118164,516.2951049804688
2025-03-18 16:30:00+00:00,195.31820678710938,21.979999542236328,515.02001953125
2025-03-18 16:45:00+00:00,195.77999877929688,21.799999237060547,515.6901245117188
2025-03-18 17:00:00+00:00,195.86900329589844,21.75,515.8800048828125
2025-03-18 17:15:00+00:00,195.30189514160156,21.860000610351562,515.385009765625
2025-03-18 17:30:00+00:00,195.50999450683594,21.75,515.7669067382812
2025-03-18 17:45:00+00:00,195.55999755859375,21.780000686645508,515.626708984375
2025-03-18 18:00:00+00:00,195.06979370117188,21.93000030517578,514.7750244140625
2025-03-18 18:15:00+00:00,195.42999267578125,21.75,515.3298950195312
2025-03-18 18:30:00+00:00,195.51499938964844,21.729999542236328,515.6300048828125
2025-03-18 18:45:00+00:00,195.75070190429688,21.450000762939453,516.1740112304688
2025-03-18 19:00:00+00:00,195.63999938964844,21.540000915527344,515.8701171875
2025-03-18 19:15:00+00:00,195.49000549316406,21.530000686645508,515.9000244140625
2025-03-18 19:30:00+00:00,195.30999755859375,21.739999771118164,515.47998046875
2025-03-18 19:45:00+00:00,195.4499969482422,21.8700008392334,515.8499755859375
2025-03-18 20:00:00+00:00,195.65,21.700000762939453,516.13
2025-03-18 20:15:00+00:00,195.55,,515.88
2025-03-18 20:30:00+00:00,195.53,,515.83
2025-03-18 20:45:00+00:00,195.45,,515.665
2025-03-18 21:00:00+00:00,195.45,,515.685
2025-03-18 21:15:00+00:00,195.46,,515.625
2025-03-18 21:30:00+00:00,195.45,,515.81
2025-03-18 21:45:00+00:00,195.46,,515.98
2025-03-18 22:00:00+00:00,195.28,,515.299
2025-03-18 22:15:00+00:00,195.1875,,514.979
2025-03-18 22:30:00+00:00,195.27,,515.55
2025-03-18 22:45:00+00:00,195.52,,515.79
2025-03-18 23:00:00+00:00,195.54,,515.91
2025-03-18 23:15:00+00:00,195.41,,515.655
2025-03-18 23:30:00+00:00,195.52,,515.91
2025-03-18 23:45:00+00:00,195.5,,515.98
2025-03-19 07:15:00+00:00,,21.729999542236328,
2025-03-19 07:30:00+00:00,,22.049999237060547,
2025-03-19 07:45:00+00:00,,21.969999313354492,
2025-03-19 08:00:00+00:00,195.55,21.809999465942383,515.81
2025-03-19 08:15:00+00:00,195.4,21.739999771118164,516.13
2025-03-19 08:30:00+00:00,195.89,21.719999313354492,516.25
2025-03-19 08:45:00+00:00,195.7,21.719999313354492,516.21
2025-03-19 09:00:00+00:00,195.61,21.81999969482422,515.75
2025-03-19 09:15:00+00:00,195.9,21.65999984741211,516.35
2025-03-19 09:30:00+00:00,195.96,21.579999923706055,516.72
2025-03-19 09:45:00+00:00,195.99,21.520000457763672,516.96
2025-03-19 10:00:00+00:00,196.22,21.469999313354492,517.02
2025-03-19 10:15:00+00:00,196.0,21.469999313354492,517.23
2025-03-19 10:30:00+00:00,196.1,21.489999771118164,517.0
2025-03-19 10:45:00+00:00,195.94,21.5,516.96
2025-03-19 11:00:00+00:00,196.05,21.479999542236328,517.211
2025-03-19 11:15:00+00:00,196.1,21.489999771118164,517.2
2025-03-19 11:30:00+00:00,196.161,21.40999984741211,517.5
2025-03-19 11:45:00+00:00,196.0,21.540000915527344,517.24
2025-03-19 12:00:00+00:00,196.16,21.6299991607666,516.9
2025-03-19 12:15:00+00:00,196.06,21.690000534057617,516.53
2025-03-19 12:30:00+00:00,195.94,21.670000076293945,516.82
2025-03-19 12:45:00+00:00,196.0452,21.649999618530273,516.82
2025-03-19 13:00:00+00:00,195.94,21.649999618530273,516.7693
2025-03-19 13:15:00+00:00,196.31,21.6200008392334,
2025-03-19 13:30:00+00:00,195.55999755859375,21.670000076293945,516.6599731445312
2025-03-19 13:45:00+00:00,196.64999389648438,21.059999465942383,518.5499877929688
2025-03-19 14:00:00+00:00,197.2050018310547,20.709999084472656,519.4149780273438
2025-03-19 14:15:00+00:00,196.8000030517578,20.8700008392334,519.028076171875
2025-03-19 14:30:00+00:00,196.6649932861328,20.84000015258789,518.52001953125
2025-03-19 14:45:00+00:00,196.39999389648438,20.8799991607666,518.010009765625
2025-03-19 15:00:00+00:00,197.10000610351562,20.739999771118164,519.1300048828125
2025-03-19 15:15:00+00:00,197.12010192871094,20.670000076293945,519.135009765625
2025-03-19 15:30:00+00:00,197.4250030517578,20.559999465942383,519.614990234375
2025-03-19 15:45:00+00:00,197.58990478515625,20.579999923706055,520.219970703125
2025-03-19 16:00:00+00:00,197.3800048828125,20.770000457763672,519.6500244140625
2025-03-19 16:15:00+00:00,197.4949951171875,20.81999969482422,520.0599975585938
2025-03-19 16:30:00+00:00,197.1699981689453,21.0,519.56982421875
2025-03-19 16:45:00+00:00,197.14100646972656,20.829999923706055,519.4299926757812
2025-03-19 17:00:00+00:00,196.60740661621094,20.940000534057617,518.3145141601562
2025-03-19 17:15:00+00:00,196.5500030517578,20.93000030517578,518.02001953125
2025-03-19 17:30:00+00:00,196.6699981689453,20.8799991607666,518.1849975585938
2025-03-19 17:45:00+00:00,196.5449981689453,20.899999618530273,517.8699951171875
2025-03-19 18:00:00+00:00,197.3513946533203,20.350000381469727,519.6799926757812
2025-03-19 18:15:00+00:00,197.0749969482422,20.459999084472656,519.1954956054688
2025-03-19 18:30:00+00:00,198.10000610351562,20.0,521.3300170898438
2025-03-19 18:45:00+00:00,198.63400268554688,19.780000686645508,522.469970703125
2025-03-19 19:00:00+00:00,199.33999633789062,19.56999969482422,524.1500244140625
2025-03-19 19:15:00+00:00,197.88999938964844,20.149999618530273,521.5599975585938
2025-03-19 19:30:00+00:00,198.94500732421875,19.579999923706055,523.2899780273438
2025-03-19 19:45:00+00:00,197.9499969482422,20.030000686645508,521.2899780273438
2025-03-19 20:00:00+00:00,198.11,19.90999984741211,521.705
2025-03-19 20:15:00+00:00,197.94,,521.48
2025-03-19 20:30:00+00:00,197.92,,521.41
2025-03-19 20:45:00+00:00,197.8887,,521.36
2025-03-19 21:00:00+00:00,198.11,,521.73
2025-03-19 21:15:00+00:00,198.05,,522.125
2025-03-19 21:30:00+00:00,198.169,,522.0
2025-03-19 21:45:00+00:00,198.13,,521.75
2025-03-19 22:00:00+00:00,198.25,,522.325
2025-03-19 22:15:00+00:00,198.34,,522.33
2025-03-19 22:30:00+00:00,198.5799,,522.5002
2025-03-19 22:45:00+00:00,198.56,,522.58
2025-03-19 23:00:00+00:00,198.54,,522.48
2025-03-19 23:15:00+00:00,198.57,,522.62
2025-03-19 23:30:00+00:00,198.58,,522.72
2025-03-19 23:45:00+00:00,198.72,,522.9999
2025-03-20 07:15:00+00:00,,19.540000915527344,
2025-03-20 07:30:00+00:00,,19.579999923706055,
2025-03-20 07:45:00+00:00,,19.59000015258789,
2025-03-20 08:00:00+00:00,198.92,19.469999313354492,523.84
2025-03-20 08:15:00+00:00,199.1,19.459999084472656,523.83
2025-03-20 08:30:00+00:00,199.08,19.469999313354492,523.8
2025-03-20 08:45:00+00:00,199.0,19.520000457763672,523.59
2025-03-20 09:00:00+00:00,198.8,19.59000015258789,523.16
2025-03-20 09:15:00+00:00,198.54,19.75,522.47
2025-03-20 09:30:00+00:00,198.33,19.8799991607666,522.02
2025-03-20 09:45:00+00:00,197.88,19.969999313354492,521.51
2025-03-20 10:00:00+00:00,197.0,20.40999984741211,519.81
2025-03-20 10:15:00+00:00,196.33,20.850000381469727,517.78
2025-03-20 10:30:00+00:00,196.27,21.020000457763672,517.44
2025-03-20 10:45:00+00:00,196.74,20.530000686645508,518.84
2025-03-20 11:00:00+00:00,196.759,20.510000228881836,519.16
2025-03-20 11:15:00+00:00,196.74,20.559999465942383,518.76
2025-03-20 11:30:00+00:00,196.85,20.440000534057617,519.55
2025-03-20 11:45:00+00:00,197.01,20.389999389648438,519.78
2025-03-20 12:00:00+00:00,196.949,20.479999542236328,519.3
2025-03-20 12:15:00+00:00,196.74,20.559999465942383,519.42
2025-03-20 12:30:00+00:00,196.95,20.520000457763672,519.25
2025-03-20 12:45:00+00:00,196.8,20.579999923706055,518.92
2025-03-20 13:00:00+00:00,196.704,20.68000030517578,518.575
2025-03-20 13:15:00+00:00,196.3404,20.75,
2025-03-20 13:30:00+00:00,197.28500366210938,20.299999237060547,519.6599731445312
2025-03-20 13:45:00+00:00,197.85000610351562,19.84000015258789,521.0
2025-03-20 14:00:00+00:00,198.41749572753906,19.68000030517578,522.4249877929688
2025-03-20 14:15:00+00:00,199.0,19.440000534057617,523.6699829101562
2025-03-20 14:30:00+00:00,199.41000366210938,19.399999618530273,524.35009765625
2025-03-20 14:45:00+00:00,198.88009643554688,19.649999618530273,523.5900268554688
2025-03-20 15:00:00+00:00,198.9499969482422,19.489999771118164,523.759521484375
2025-03-20 15:15:00+00:00,198.77000427246094,19.56999969482422,523.0999755859375
2025-03-20 15:30:00+00:00,198.73500061035156,19.649999618530273,523.2550048828125
2025-03-20 15:45:00+00:00,198.3000030517578,19.809999465942383,522.4110107421875
2025-03-20 16:00:00+00:00,198.19500732421875,19.860000610351562,522.25
2025-03-20 16:15:00+00:00,197.2899932861328,20.34000015258789,520.5900268554688
2025-03-20 16:30:00+00:00,197.2100067138672,20.360000610351562,520.5494995117188
2025-03-20 16:45:00+00:00,197.23109436035156,20.360000610351562,520.3150024414062
2025-03-20 17:00:00+00:00,197.72999572753906,20.09000015258789,521.25
2025-03-20 17:15:00+00:00,196.84500122070312,20.559999465942383,519.2747192382812
2025-03-20 17:30:00+00:00,197.32000732421875,20.239999771118164,520.3499755859375
2025-03-20 17:45:00+00:00,196.9949951171875,20.360000610351562,519.6950073242188
2025-03-20 18:00:00+00:00,197.3090057373047,20.149999618530273,520.1500244140625
2025-03-20 18:15:00+00:00,196.5850067138672,20.440000534057617,518.6599731445312
2025-03-20 18:30:00+00:00,196.6699981689453,20.25,518.719970703125
2025-03-20 18:45:00+00:00,196.6999969482422,20.09000015258789,519.010009765625
2025-03-20 19:00:00+00:00,197.10499572753906,19.940000534057617,519.760009765625
2025-03-20 19:15:00+00:00,196.83999633789062,20.040000915527344,519.22998046875
2025-03-20 19:30:00+00:00,197.35499572753906,19.93000030517578,520.280029296875
2025-03-20 19:45:00+00:00,197.3000030517578,19.950000762939453,520.1500244140625
2025-03-20 20:00:00+00:00,197.6,19.84000015258789,520.36
2025-03-20 20:15:00+00:00,197.5193,,520.4888
2025-03-20 20:30:00+00:00,197.47,,520.295
2025-03-20 20:45:00+00:00,197.45,,520.0807
2025-03-20 21:00:00+00:00,197.53,,520.49
2025-03-20 21:15:00+00:00,197.5,,520.4
2025-03-20 21:30:00+00:00,197.4289,,520.315
2025-03-20 21:45:00+00:00,197.43,,520.13
2025-03-20 22:00:00+00:00,197.4,,520.19
2025-03-20 22:15:00+00:00,197.57,,520.445
2025-03-20 22:30:00+00:00,197.4489,,520.46
2025-03-20 22:45:00+00:00,197.35,,520.18
2025-03-20 23:00:00+00:00,197.1487,,519.7
2025-03-20 23:15:00+00:00,197.09,,519.7096
2025-03-20 23:30:00+00:00,197.11,,519.77
2025-03-20 23:45:00+00:00,197.38,,520.14
2025-03-21 07:15:00+00:00,,20.1299991607666,
2025-03-21 07:30:00+00:00,,20.309999465942383,
2025-03-21 07:45:00+00:00,,20.209999084472656,
2025-03-21 08:00:00+00:00,197.18,20.110000610351562,519.53
2025-03-21 08:15:00+00:00,196.5,20.549999237060547,518.2
2025-03-21 08:30:00+00:00,196.61,20.65999984741211,517.75
2025-03-21 08:45:00+00:00,196.4,20.520000457763672,518.35
2025-03-21 09:00:00+00:00,196.45,20.469999313354492,518.22
2025-03-21 09:15:00+00:00,196.5,20.440000534057617,518.21
2025-03-21 09:30:00+00:00,,20.309999465942383,518.68
2025-03-21 09:45:00+00:00,,20.3700008392334,518.39
