Datetime,^VIX,QQQM,VOO
2025-04-09 17:00:00+00:00,47.959999084472656,174.89999389648438,461.6600036621094
2025-04-09 17:15:00+00:00,37.0099983215332,182.8699951171875,481.3599853515625
2025-04-09 17:30:00+00:00,39.290000915527344,184.05499267578125,483.5199890136719
2025-04-09 17:45:00+00:00,36.13999938964844,187.42300415039062,491.56500244140625
2025-04-09 18:00:00+00:00,37.540000915527344,187.5399932861328,491.10101318359375
2025-04-09 18:15:00+00:00,35.810001373291016,189.24000549316406,494.5199890136719
2025-04-09 18:30:00+00:00,35.7400016784668,187.49000549316406,490.0
2025-04-09 18:45:00+00:00,36.09000015258789,186.52000427246094,487.9100036621094
2025-04-09 19:00:00+00:00,34.38999938964844,188.9770050048828,493.989990234375
2025-04-09 19:15:00+00:00,32.369998931884766,190.25,496.760009765625
2025-04-09 19:30:00+00:00,33.189998626708984,190.8000030517578,497.9200134277344
2025-04-09 19:45:00+00:00,33.40999984741211,191.42999267578125,499.4599914550781
2025-04-09 20:00:00+00:00,33.619998931884766,191.22,498.7911
2025-04-09 20:15:00+00:00,,191.72,500.72
2025-04-09 20:30:00+00:00,,191.88,501.09
2025-04-09 20:45:00+00:00,,192.25,501.69
2025-04-09 21:00:00+00:00,,192.8,501.975
2025-04-09 21:15:00+00:00,,191.6,501.21
2025-04-09 21:30:00+00:00,,191.97,500.68
2025-04-09 21:45:00+00:00,,191.3,500.0
2025-04-09 22:00:00+00:00,,191.85,501.31
2025-04-09 22:15:00+00:00,,191.94,501.65
2025-04-09 22:30:00+00:00,,191.9,502.02
2025-04-09 22:45:00+00:00,,192.1885,502.05
2025-04-09 23:00:00+00:00,,191.89,501.539
2025-04-09 23:15:00+00:00,,191.93,501.6
2025-04-09 23:30:00+00:00,,191.95,501.829
2025-04-09 23:45:00+00:00,,191.86,501.585
2025-04-10 07:15:00+00:00,35.13999938964844,,
2025-04-10 07:30:00+00:00,37.86000061035156,,
2025-04-10 07:45:00+00:00,36.72999954223633,,
2025-04-10 08:00:00+00:00,36.75,188.07,491.7
2025-04-10 08:15:00+00:00,37.119998931884766,187.5,490.89
2025-04-10 08:30:00+00:00,38.279998779296875,187.34,490.2
2025-04-10 08:45:00+00:00,38.65999984741211,186.7,488.5
2025-04-10 09:00:00+00:00,38.099998474121094,187.17,489.35
2025-04-10 09:15:00+00:00,37.97999954223633,187.17,488.89
2025-04-10 09:30:00+00:00,37.75,187.25,489.18
2025-04-10 09:45:00+00:00,37.04999923706055,187.4,489.55
2025-04-10 10:00:00+00:00,35.84000015258789,188.26,492.17
2025-04-10 10:15:00+00:00,35.95000076293945,188.13,492.04
2025-04-10 10:30:00+00:00,35.869998931884766,188.4,492.5
2025-04-10 10:45:00+00:00,36.630001068115234,187.8,490.66
2025-04-10 11:00:00+00:00,37.15999984741211,187.85,490.63
2025-04-10 11:15:00+00:00,36.939998626708984,188.0,490.87
2025-04-10 11:30:00+00:00,36.65999984741211,188.4,491.62
2025-04-10 11:45:00+00:00,36.470001220703125,188.05,492.0
2025-04-10 12:00:00+00:00,37.04999923706055,187.34,490.5301
2025-04-10 12:15:00+00:00,37.029998779296875,186.98,490.54
2025-04-10 12:30:00+00:00,36.790000915527344,187.07,489.45
2025-04-10 12:45:00+00:00,36.90999984741211,187.15,490.08
2025-04-10 13:00:00+00:00,36.88999938964844,187.0,489.8484
2025-04-10 13:15:00+00:00,35.75,186.85,
2025-04-10 13:30:00+00:00,36.880001068115234,186.10000610351562,487.2200012207031
2025-04-10 13:45:00+00:00,36.849998474121094,185.60000610351562,486.19500732421875
2025-04-10 14:00:00+00:00,37.93000030517578,185.06629943847656,484.93060302734375
2025-04-10 14:15:00+00:00,37.75,185.27999877929688,485.2900085449219
2025-04-10 14:30:00+00:00,37.75,186.0500030517578,487.05999755859375
2025-04-10 14:45:00+00:00,39.47999954223633,184.78990173339844,483.80999755859375
2025-04-10 15:00:00+00:00,39.130001068115234,184.76499938964844,483.8599853515625
2025-04-10 15:15:00+00:00,41.02000045776367,183.5800018310547,481.4150085449219
2025-04-10 15:30:00+00:00,43.0099983215332,182.9199981689453,479.5
2025-04-10 15:45:00+00:00,45.7400016784668,181.74000549316406,476.7099914550781
2025-04-10 16:00:00+00:00,48.619998931884766,180.77499389648438,474.5899963378906
2025-04-10 16:15:00+00:00,54.66999816894531,179.0384063720703,470.42999267578125
2025-04-10 16:30:00+00:00,49.2400016784668,181.22999572753906,475.9599914550781
2025-04-10 16:45:00+00:00,48.0,182.07449340820312,477.6000061035156
2025-04-10 17:00:00+00:00,51.63999938964844,180.03500366210938,472.9800109863281
2025-04-10 17:15:00+00:00,48.27000045776367,181.84500122070312,477.2236022949219
2025-04-10 17:30:00+00:00,45.779998779296875,182.91000366210938,480.4200134277344
2025-04-10 17:45:00+00:00,44.29999923706055,183.5050048828125,481.7300109863281
2025-04-10 18:00:00+00:00,45.43000030517578,182.2100067138672,478.7200012207031
2025-04-10 18:15:00+00:00,41.0,185.03900146484375,485.6199951171875
2025-04-10 18:30:00+00:00,40.779998779296875,185.4799041748047,486.5199890136719
2025-04-10 18:45:00+00:00,42.150001525878906,184.27000427246094,483.6099853515625
2025-04-10 19:00:00+00:00,43.040000915527344,183.61500549316406,482.55999755859375
2025-04-10 19:15:00+00:00,45.0099983215332,182.75,480.2344970703125
2025-04-10 19:30:00+00:00,47.45000076293945,181.6199951171875,476.8699951171875
2025-04-10 19:45:00+00:00,41.18000030517578,183.72999572753906,482.2200012207031
2025-04-10 20:00:00+00:00,40.86000061035156,184.26,483.96
2025-04-10 20:15:00+00:00,,183.61,482.0
2025-04-10 20:30:00+00:00,,183.3,481.505
2025-04-10 20:45:00+00:00,,184.05,482.81
2025-04-10 21:00:00+00:00,,183.93,482.5
2025-04-10 21:15:00+00:00,,183.8,482.29
2025-04-10 21:30:00+00:00,,183.78,482.0
2025-04-10 21:45:00+00:00,,183.61,481.625
2025-04-10 22:00:00+00:00,,184.36,483.58
2025-04-10 22:15:00+00:00,,184.1984,483.29
2025-04-10 22:30:00+00:00,,184.7,484.485
2025-04-10 22:45:00+00:00,,184.1989,483.3
2025-04-10 23:00:00+00:00,,183.44,481.6807
2025-04-10 23:15:00+00:00,,182.9311,480.89
2025-04-10 23:30:00+00:00,,182.98,481.18
2025-04-10 23:45:00+00:00,,182.4,479.88
2025-04-11 07:15:00+00:00,41.15999984741211,,
2025-04-11 07:30:00+00:00,40.400001525878906,,
2025-04-11 07:45:00+00:00,41.459999084472656,,
2025-04-11 08:00:00+00:00,41.150001525878906,184.7,483.8
2025-04-11 08:15:00+00:00,42.880001068115234,183.79,481.35
2025-04-11 08:30:00+00:00,44.439998626708984,182.48,479.5
2025-04-11 08:45:00+00:00,44.2599983215332,182.69,480.2
2025-04-11 09:00:00+00:00,44.08000183105469,182.59,480.73
2025-04-11 09:15:00+00:00,43.939998626708984,183.09,481.43
2025-04-11 09:30:00+00:00,42.88999938964844,183.64,483.5
2025-04-11 09:45:00+00:00,41.36000061035156,185.14,486.0
2025-04-11 10:00:00+00:00,41.689998626708984,185.16,485.54
2025-04-11 10:15:00+00:00,41.150001525878906,185.64,486.9
2025-04-11 10:30:00+00:00,41.5099983215332,185.41,486.19
2025-04-11 10:45:00+00:00,41.58000183105469,,486.03
2025-04-11 11:00:00+00:00,41.790000915527344,185.02,485.4
2025-04-11 11:15:00+00:00,42.79999923706055,184.5,483.9
2025-04-11 11:30:00+00:00,43.0,184.0,483.57
2025-04-11 11:45:00+00:00,43.27000045776367,184.5,484.19
2025-04-11 12:00:00+00:00,42.47999954223633,184.8,484.54
2025-04-11 12:15:00+00:00,41.939998626708984,184.552,484.495
2025-04-11 12:30:00+00:00,41.97999954223633,184.85,484.85
2025-04-11 12:45:00+00:00,43.11000061035156,183.85,483.0
2025-04-11 13:00:00+00:00,44.77000045776367,182.986,480.245
2025-04-11 13:15:00+00:00,43.90999984741211,183.09,
2025-04-11 13:30:00+00:00,43.040000915527344,184.34359741210938,482.9100036621094
2025-04-11 13:45:00+00:00,42.41999816894531,184.689697265625,483.75
2025-04-11 14:00:00+00:00,42.33000183105469,184.2899932861328,483.67999267578125
2025-04-11 14:15:00+00:00,45.290000915527344,181.9600067138672,478.6000061035156
2025-04-11 14:30:00+00:00,43.290000915527344,183.94000244140625,482.82000732421875
2025-04-11 14:45:00+00:00,45.09000015258789,183.14500427246094,480.8999938964844
2025-04-11 15:00:00+00:00,45.72999954223633,182.64999389648438,479.6199951171875
2025-04-11 15:15:00+00:00,45.04999923706055,183.10000610351562,480.7799987792969
2025-04-11 15:30:00+00:00,43.68000030517578,183.97500610351562,482.55999755859375
2025-04-11 15:45:00+00:00,43.0099983215332,184.60000610351562,484.2117004394531
2025-04-11 16:00:00+00:00,41.7400016784668,184.82000732421875,485.1792907714844
2025-04-11 16:15:00+00:00,41.47999954223633,184.55340576171875,484.7101135253906
2025-04-11 16:30:00+00:00,39.029998779296875,186.4499969482422,488.9476013183594
2025-04-11 16:45:00+00:00,39.400001525878906,186.28990173339844,488.7099914550781
2025-04-11 17:00:00+00:00,40.029998779296875,185.88999938964844,488.3642883300781
2025-04-11 17:15:00+00:00,41.869998931884766,185.27999877929688,486.8877868652344
2025-04-11 17:30:00+00:00,39.0,187.1199951171875,492.1099853515625
2025-04-11 17:45:00+00:00,39.61000061035156,187.1199951171875,491.4700012207031
2025-04-11 18:00:00+00:00,39.91999816894531,186.83999633789062,490.29998779296875
2025-04-11 18:15:00+00:00,39.97999954223633,186.55499267578125,489.9599914550781
2025-04-11 18:30:00+00:00,39.560001373291016,186.85000610351562,490.4700012207031
2025-04-11 18:45:00+00:00,39.279998779296875,186.26100158691406,489.1000061035156
2025-04-11 19:00:00+00:00,38.09000015258789,187.33999633789062,491.7250061035156
2025-04-11 19:15:00+00:00,37.529998779296875,187.21499633789062,491.489990234375
2025-04-11 19:30:00+00:00,36.849998474121094,187.2899932861328,491.6549987792969
2025-04-11 19:45:00+00:00,37.939998626708984,187.02000427246094,490.69000244140625
2025-04-11 20:00:00+00:00,37.54999923706055,186.9811,491.23
2025-04-11 20:15:00+00:00,,187.0493,491.37
2025-04-11 20:30:00+00:00,,187.18,491.41
2025-04-11 20:45:00+00:00,,187.1,491.23
2025-04-11 21:00:00+00:00,,186.9175,491.165
2025-04-11 21:15:00+00:00,,187.16,491.34
2025-04-11 21:30:00+00:00,,187.37,490.985
2025-04-11 21:45:00+00:00,,187.33,490.8
2025-04-11 22:00:00+00:00,,186.6,490.55
2025-04-11 22:15:00+00:00,,187.4925,490.55
2025-04-11 22:30:00+00:00,,187.32,490.495
2025-04-11 22:45:00+00:00,,187.09,490.455
2025-04-11 23:00:00+00:00,,186.71,490.325
2025-04-11 23:15:00+00:00,,187.0,490.73
2025-04-11 23:30:00+00:00,,186.98,490.72
2025-04-11 23:45:00+00:00,,186.98,490.94
2025-04-14 07:15:00+00:00,34.400001525878906,,
2025-04-14 07:30:00+00:00,34.27000045776367,,
2025-04-14 07:45:00+00:00,34.09000015258789,,
2025-04-14 08:00:00+00:00,33.9900016784668,190.35,497.64
2025-04-14 08:15:00+00:00,33.599998474121094,190.35,498.02
2025-04-14 08:30:00+00:00,33.459999084472656,190.26,497.8
2025-04-14 08:45:00+00:00,33.459999084472656,190.15,497.74
2025-04-14 09:00:00+00:00,33.45000076293945,190.09,497.72
2025-04-14 09:15:00+00:00,33.88999938964844,189.88,496.45
2025-04-14 09:30:00+00:00,33.900001525878906,189.37,496.02
2025-04-14 09:45:00+00:00,33.630001068115234,,496.51
2025-04-14 10:00:00+00:00,33.529998779296875,189.7,496.72
2025-04-14 10:15:00+00:00,33.52000045776367,189.71,496.42
2025-04-14 10:30:00+00:00,33.16999816894531,189.85,497.33
2025-04-14 10:45:00+00:00,33.08000183105469,,497.5
2025-04-14 11:00:00+00:00,32.720001220703125,190.47,498.47
2025-04-14 11:15:00+00:00,32.7400016784668,190.37,498.47
2025-04-14 11:30:00+00:00,33.0099983215332,190.25,497.68
2025-04-14 11:45:00+00:00,33.65999984741211,189.69,496.39
2025-04-14 12:00:00+00:00,33.040000915527344,190.08,497.45
2025-04-14 12:15:00+00:00,33.0,190.28,497.83
2025-04-14 12:30:00+00:00,32.63999938964844,190.6185,498.44
2025-04-14 12:45:00+00:00,32.400001525878906,190.79,498.84
2025-04-14 13:00:00+00:00,32.439998626708984,190.75,498.99
2025-04-14 13:15:00+00:00,31.979999542236328,191.2104,
2025-04-14 13:30:00+00:00,33.40999984741211,189.4398956298828,497.010009765625
2025-04-14 13:45:00+00:00,32.790000915527344,189.4219970703125,496.7699890136719
2025-04-14 14:00:00+00:00,32.16999816894531,189.86900329589844,497.5799865722656
2025-04-14 14:15:00+00:00,31.459999084472656,190.2301025390625,498.2699890136719
2025-04-14 14:30:00+00:00,30.6299991607666,190.36500549316406,498.3900146484375
2025-04-14 14:45:00+00:00,30.690000534057617,190.2449951171875,498.4700012207031
2025-04-14 15:00:00+00:00,31.90999984741211,189.2967071533203,496.9599914550781
2025-04-14 15:15:00+00:00,33.02000045776367,188.38999938964844,494.95001220703125
2025-04-14 15:30:00+00:00,33.11000061035156,188.20950317382812,494.58331298828125
2025-04-14 15:45:00+00:00,34.310001373291016,187.24000549316406,492.3800048828125
2025-04-14 16:00:00+00:00,34.400001525878906,187.02000427246094,492.1400146484375
2025-04-14 16:15:00+00:00,34.13999938964844,187.1060028076172,492.489990234375
2025-04-14 16:30:00+00:00,33.130001068115234,187.6699981689453,493.9700012207031
2025-04-14 16:45:00+00:00,33.849998474121094,186.80999755859375,492.20001220703125
2025-04-14 17:00:00+00:00,33.66999816894531,187.35800170898438,493.3562927246094
2025-04-14 17:15:00+00:00,33.189998626708984,187.57000732421875,493.9700012207031
2025-04-14 17:30:00+00:00,32.90999984741211,187.5399932861328,493.6000061035156
2025-04-14 17:45:00+00:00,31.959999084472656,188.3300018310547,495.3877868652344
2025-04-14 18:00:00+00:00,31.68000030517578,188.5399932861328,495.67999267578125
2025-04-14 18:15:00+00:00,31.18000030517578,188.9550018310547,496.69000244140625
2025-04-14 18:30:00+00:00,30.84000015258789,189.314697265625,497.4100036621094
2025-04-14 18:45:00+00:00,30.940000534057617,189.02499389648438,496.9849853515625
2025-04-14 19:00:00+00:00,29.889999389648438,189.781005859375,498.5
2025-04-14 19:15:00+00:00,30.350000381469727,189.30050659179688,497.56500244140625
2025-04-14 19:30:00+00:00,29.899999618530273,189.47999572753906,497.86700439453125
2025-04-14 19:45:00+00:00,30.75,188.33999633789062,495.3900146484375
2025-04-14 20:00:00+00:00,30.8799991607666,188.19,494.91
2025-04-14 20:15:00+00:00,,187.34,493.04
2025-04-14 20:30:00+00:00,,187.75,493.895
2025-04-14 20:45:00+00:00,,188.04,494.53
2025-04-14 21:00:00+00:00,,187.86,494.245
2025-04-14 21:15:00+00:00,,188.17,494.28
2025-04-14 21:30:00+00:00,,187.97,494.795
2025-04-14 21:45:00+00:00,,187.94,494.73
2025-04-14 22:00:00+00:00,,187.74,493.88
2025-04-14 22:15:00+00:00,,187.53,493.2796
2025-04-14 22:30:00+00:00,,187.58,493.55
2025-04-14 22:45:00+00:00,,187.07,492.95
2025-04-14 23:00:00+00:00,,187.41,493.3
2025-04-14 23:15:00+00:00,,187.57,493.7288
2025-04-14 23:30:00+00:00,,187.2401,493.14
2025-04-14 23:45:00+00:00,,187.3984,493.4313
2025-04-15 07:15:00+00:00,29.889999389648438,,
2025-04-15 07:30:00+00:00,29.610000610351562,,
2025-04-15 07:45:00+00:00,29.690000534057617,,
2025-04-15 08:00:00+00:00,29.809999465942383,189.01,496.76
2025-04-15 08:15:00+00:00,30.040000915527344,189.01,496.22
2025-04-15 08:30:00+00:00,30.100000381469727,188.99,496.26
2025-04-15 08:45:00+00:00,30.149999618530273,188.92,496.26
2025-04-15 09:00:00+00:00,30.360000610351562,,495.76
2025-04-15 09:15:00+00:00,29.889999389648438,189.17,496.81
2025-04-15 09:30:00+00:00,30.389999389648438,,495.46
2025-04-15 09:45:00+00:00,30.280000686645508,188.72,495.6
2025-04-15 10:00:00+00:00,30.0,188.98,496.37
2025-04-15 10:15:00+00:00,29.969999313354492,,496.34
2025-04-15 10:30:00+00:00,30.260000228881836,188.9,495.59
2025-04-15 10:45:00+00:00,30.149999618530273,188.65,495.86
2025-04-15 11:00:00+00:00,30.309999465942383,188.699,495.5
2025-04-15 11:15:00+00:00,30.110000610351562,,495.92
2025-04-15 11:30:00+00:00,30.68000030517578,188.55,494.78
2025-04-15 11:45:00+00:00,31.149999618530273,187.73,493.9
2025-04-15 12:00:00+00:00,30.709999084472656,188.11,494.38
2025-04-15 12:15:00+00:00,31.299999237060547,187.44,493.21
2025-04-15 12:30:00+00:00,30.65999984741211,188.18,494.47
2025-04-15 12:45:00+00:00,30.610000610351562,188.32,494.655
2025-04-15 13:00:00+00:00,30.31999969482422,188.5352,495.105
2025-04-15 13:15:00+00:00,30.190000534057617,188.73,
2025-04-15 13:30:00+00:00,28.84000015258789,189.60000610351562,497.95001220703125
2025-04-15 13:45:00+00:00,29.18000030517578,189.6199951171875,497.7300109863281
2025-04-15 14:00:00+00:00,29.0,189.80999755859375,497.95001220703125
2025-04-15 14:15:00+00:00,29.829999923706055,188.64999389648438,495.739990234375
2025-04-15 14:30:00+00:00,28.690000534057617,189.61000061035156,497.8399963378906
2025-04-15 14:45:00+00:00,29.229999542236328,189.1199951171875,496.8599853515625
2025-04-15 15:00:00+00:00,28.979999542236328,189.53500366210938,497.6300048828125
2025-04-15 15:15:00+00:00,29.459999084472656,189.10000610351562,496.5098876953125
2025-04-15 15:30:00+00:00,29.3799991607666,189.17709350585938,496.6400146484375
2025-04-15 15:45:00+00:00,29.049999237060547,189.4199981689453,497.17999267578125
2025-04-15 16:00:00+00:00,28.920000076293945,189.40829467773438,497.1310119628906
2025-04-15 16:15:00+00:00,29.0,189.6300048828125,497.1802062988281
2025-04-15 16:30:00+00:00,29.049999237060547,189.5399932861328,496.95001220703125
2025-04-15 16:45:00+00:00,29.729999542236328,188.61000061035156,495.4599914550781
2025-04-15 17:00:00+00:00,29.31999969482422,188.8415069580078,495.7250061035156
2025-04-15 17:15:00+00:00,30.049999237060547,188.23959350585938,494.260009765625
2025-04-15 17:30:00+00:00,29.540000915527344,188.69509887695312,495.2200012207031
2025-04-15 17:45:00+00:00,29.799999237060547,188.49600219726562,494.76470947265625
2025-04-15 18:00:00+00:00,30.06999969482422,188.02999877929688,493.8900146484375
2025-04-15 18:15:00+00:00,29.940000534057617,188.14999389648438,493.989990234375
2025-04-15 18:30:00+00:00,29.190000534057617,188.64999389648438,495.1000061035156
2025-04-15 18:45:00+00:00,29.0,188.75,495.1400146484375
2025-04-15 19:00:00+00:00,28.93000030517578,188.85000610351562,495.3900146484375
2025-04-15 19:15:00+00:00,29.329999923706055,188.5800018310547,494.80499267578125
2025-04-15 19:30:00+00:00,29.510000228881836,188.56900024414062,494.6199951171875
2025-04-15 19:45:00+00:00,30.100000381469727,188.56500244140625,494.20001220703125
2025-04-15 20:00:00+00:00,30.110000610351562,188.61,494.2
2025-04-15 20:15:00+00:00,,188.4,493.68
2025-04-15 20:30:00+00:00,,188.4599,494.02
2025-04-15 20:45:00+00:00,,188.3,493.92
2025-04-15 21:00:00+00:00,,188.57,494.35
2025-04-15 21:15:00+00:00,,188.4,494.15
2025-04-15 21:30:00+00:00,,187.54,492.67
2025-04-15 21:45:00+00:00,,186.75,491.815
2025-04-15 22:00:00+00:00,,186.3,490.385
2025-04-15 22:15:00+00:00,,186.5106,490.925
2025-04-15 22:30:00+00:00,,186.59,490.84
2025-04-15 22:45:00+00:00,,186.45,490.75
2025-04-15 23:00:00+00:00,,186.16,490.335
2025-04-15 23:15:00+00:00,,186.2293,490.26
2025-04-15 23:30:00+00:00,,186.0103,490.21
2025-04-15 23:45:00+00:00,,186.21,490.365
2025-04-16 07:15:00+00:00,33.630001068115234,,
2025-04-16 07:30:00+00:00,33.22999954223633,,
2025-04-16 07:45:00+00:00,33.5,,
2025-04-16 08:00:00+00:00,33.47999954223633,184.3,486.73
2025-04-16 08:15:00+00:00,33.29999923706055,184.97,489.67
2025-04-16 08:30:00+00:00,31.06999969482422,187.26,493.03
2025-04-16 08:45:00+00:00,32.040000915527344,186.26,490.6
2025-04-16 09:00:00+00:00,31.790000915527344,186.02,490.79
2025-04-16 09:15:00+00:00,31.360000610351562,186.47,491.42
2025-04-16 09:30:00+00:00,31.40999984741211,186.38,491.15
2025-04-16 09:45:00+00:00,31.780000686645508,186.0,490.2
2025-04-16 10:00:00+00:00,31.579999923706055,186.11,490.68
2025-04-16 10:15:00+00:00,31.579999923706055,186.23,490.71
2025-04-16 10:30:00+00:00,31.540000915527344,185.74,490.5
2025-04-16 10:45:00+00:00,31.520000457763672,,490.52
2025-04-16 11:00:00+00:00,31.610000610351562,185.75,490.3
2025-04-16 11:15:00+00:00,31.559999465942383,185.86,490.6
2025-04-16 11:30:00+00:00,31.299999237060547,186.0,490.99
2025-04-16 11:45:00+00:00,31.559999465942383,185.89,490.5
2025-04-16 12:00:00+00:00,31.579999923706055,186.0185,490.46
2025-04-16 12:15:00+00:00,31.530000686645508,186.03,490.55
2025-04-16 12:30:00+00:00,31.739999771118164,185.511,489.785
2025-04-16 12:45:00+00:00,31.600000381469727,185.52,489.39
2025-04-16 13:00:00+00:00,32.150001525878906,185.28,489.085
2025-04-16 13:15:00+00:00,32.11000061035156,184.8,
2025-04-16 13:30:00+00:00,30.809999465942383,185.36000061035156,489.4200134277344
2025-04-16 13:45:00+00:00,31.799999237060547,184.3000030517578,487.1000061035156
2025-04-16 14:00:00+00:00,31.389999389648438,184.5471954345703,487.2799987792969
2025-04-16 14:15:00+00:00,30.549999237060547,185.173095703125,488.7200012207031
2025-04-16 14:30:00+00:00,30.25,185.5399932861328,489.6199951171875
2025-04-16 14:45:00+00:00,30.25,185.2467041015625,489.20001220703125
2025-04-16 15:00:00+00:00,30.020000457763672,185.33999633789062,489.55499267578125
2025-04-16 15:15:00+00:00,29.56999969482422,186.10009765625,491.3699951171875
2025-04-16 15:30:00+00:00,30.200000762939453,185.49000549316406,490.1581115722656
2025-04-16 15:45:00+00:00,30.8799991607666,184.88999938964844,488.6300048828125
2025-04-16 16:00:00+00:00,30.969999313354492,184.89999389648438,488.5299987792969
2025-04-16 16:15:00+00:00,31.030000686645508,184.93499755859375,488.5260925292969
2025-04-16 16:30:00+00:00,31.0,184.90499877929688,488.4849853515625
2025-04-16 16:45:00+00:00,31.290000915527344,184.61000061035156,487.9800109863281
2025-04-16 17:00:00+00:00,31.290000915527344,184.5399932861328,487.5802001953125
2025-04-16 17:15:00+00:00,30.860000610351562,184.94509887695312,488.5328063964844
2025-04-16 17:30:00+00:00,32.16999816894531,183.16000366210938,484.61761474609375
2025-04-16 17:45:00+00:00,33.790000915527344,181.9949951171875,481.79998779296875
2025-04-16 18:00:00+00:00,32.56999969482422,182.57000732421875,483.4599914550781
2025-04-16 18:15:00+00:00,32.349998474121094,182.6750030517578,483.45001220703125
2025-04-16 18:30:00+00:00,33.09000015258789,181.6300048828125,481.55999755859375
2025-04-16 18:45:00+00:00,33.540000915527344,181.17999267578125,480.4977111816406
2025-04-16 19:00:00+00:00,33.86000061035156,180.92050170898438,479.8500061035156
2025-04-16 19:15:00+00:00,34.900001525878906,180.4199981689453,478.52459716796875
2025-04-16 19:30:00+00:00,33.869998931884766,181.33839416503906,480.18499755859375
2025-04-16 19:45:00+00:00,32.72999954223633,182.8800048828125,483.2200012207031
2025-04-16 20:00:00+00:00,32.689998626708984,183.39,484.065
2025-04-16 20:15:00+00:00,,183.2899,483.74
2025-04-16 20:30:00+00:00,,183.03,483.275
2025-04-16 20:45:00+00:00,,182.7791,482.7788
2025-04-16 21:00:00+00:00,,182.8,483.4
2025-04-16 21:15:00+00:00,,182.85,483.28
2025-04-16 21:30:00+00:00,,183.1,483.3
2025-04-16 21:45:00+00:00,,183.19,483.81
2025-04-16 22:00:00+00:00,,183.03,483.0989
2025-04-16 22:15:00+00:00,,183.0,483.37
2025-04-16 22:30:00+00:00,,183.2,483.53
2025-04-16 22:45:00+00:00,,183.13,483.4086
2025-04-16 23:00:00+00:00,,182.88,482.92
2025-04-16 23:15:00+00:00,,183.25,483.575
2025-04-16 23:30:00+00:00,,183.12,483.375
2025-04-16 23:45:00+00:00,,183.1,483.36
2025-04-17 07:15:00+00:00,30.34000015258789,,
2025-04-17 07:30:00+00:00,30.6200008392334,,
2025-04-17 07:45:00+00:00,30.600000381469727,,
2025-04-17 08:00:00+00:00,30.56999969482422,185.17,488.3
2025-04-17 08:15:00+00:00,30.520000457763672,185.07,488.4
2025-04-17 08:30:00+00:00,30.780000686645508,184.99,487.57
2025-04-17 08:45:00+00:00,30.989999771118164,184.5,487.08
2025-04-17 09:00:00+00:00,30.8799991607666,184.79,487.39
2025-04-17 09:15:00+00:00,30.75,,487.79
2025-04-17 09:30:00+00:00,30.790000915527344,184.95,487.79
