Datetime,^VIX,VOO,QQQM
2025-04-01 14:45:00+00:00,21.950000762939453,514.4099731445312,193.70700073242188
2025-04-01 15:00:00+00:00,21.600000381469727,515.9498901367188,194.36520385742188
2025-04-01 15:15:00+00:00,21.84000015258789,515.4149780273438,194.27999877929688
2025-04-01 15:30:00+00:00,21.959999084472656,515.6900024414062,194.29510498046875
2025-04-01 15:45:00+00:00,21.93000030517578,516.1199951171875,194.4571075439453
2025-04-01 16:00:00+00:00,21.729999542236328,516.7000122070312,194.66000366210938
2025-04-01 16:15:00+00:00,22.059999465942383,515.3599853515625,194.10000610351562
2025-04-01 16:30:00+00:00,22.260000228881836,514.2000122070312,193.6300048828125
2025-04-01 16:45:00+00:00,21.959999084472656,515.5499877929688,194.2093963623047
2025-04-01 17:00:00+00:00,21.959999084472656,515.3300170898438,194.19009399414062
2025-04-01 17:15:00+00:00,22.309999465942383,514.135009765625,193.80880737304688
2025-04-01 17:30:00+00:00,22.200000762939453,514.1199951171875,193.79330444335938
2025-04-01 17:45:00+00:00,22.149999618530273,513.7000122070312,193.69850158691406
2025-04-01 18:00:00+00:00,22.469999313354492,512.5499877929688,193.00999450683594
2025-04-01 18:15:00+00:00,22.6200008392334,511.6199951171875,192.5988006591797
2025-04-01 18:30:00+00:00,22.559999465942383,512.0584716796875,192.86500549316406
2025-04-01 18:45:00+00:00,22.549999237060547,512.5499877929688,192.99000549316406
2025-04-01 19:00:00+00:00,22.360000610351562,512.9849243164062,193.154296875
2025-04-01 19:15:00+00:00,22.280000686645508,513.3099975585938,193.3350067138672
2025-04-01 19:30:00+00:00,22.06999969482422,514.6799926757812,194.0
2025-04-01 19:45:00+00:00,21.829999923706055,515.6900024414062,194.55999755859375
2025-04-01 20:00:00+00:00,21.770000457763672,515.57,194.59
2025-04-01 20:15:00+00:00,,515.09,194.4
2025-04-01 20:30:00+00:00,,514.96,194.34
2025-04-01 20:45:00+00:00,,515.35,194.4212
2025-04-01 21:00:00+00:00,,515.28,194.76
2025-04-01 21:15:00+00:00,,515.465,194.77
2025-04-01 21:30:00+00:00,,515.6,194.65
2025-04-01 21:45:00+00:00,,515.54,194.4901
2025-04-01 22:00:00+00:00,,516.55,195.07
2025-04-01 22:15:00+00:00,,516.795,195.2
2025-04-01 22:30:00+00:00,,516.5,195.08
2025-04-01 22:45:00+00:00,,516.37,195.0
2025-04-01 23:00:00+00:00,,516.275,194.8809
2025-04-01 23:15:00+00:00,,516.65,195.09
2025-04-01 23:30:00+00:00,,516.53,195.1495
2025-04-01 23:45:00+00:00,,516.38,194.94
2025-04-02 07:15:00+00:00,22.299999237060547,,
2025-04-02 07:30:00+00:00,22.3799991607666,,
2025-04-02 07:45:00+00:00,22.3700008392334,,
2025-04-02 08:00:00+00:00,22.420000076293945,513.93,193.8
2025-04-02 08:15:00+00:00,22.270000457763672,514.36,194.05
2025-04-02 08:30:00+00:00,22.229999542236328,514.8,194.19
2025-04-02 08:45:00+00:00,22.3700008392334,514.16,
2025-04-02 09:00:00+00:00,22.290000915527344,514.32,193.85
2025-04-02 09:15:00+00:00,22.420000076293945,513.85,193.8
2025-04-02 09:30:00+00:00,22.309999465942383,514.44,193.95
2025-04-02 09:45:00+00:00,22.469999313354492,513.8,
2025-04-02 10:00:00+00:00,22.68000030517578,513.5,193.43
2025-04-02 10:15:00+00:00,22.760000228881836,513.29,193.56
2025-04-02 10:30:00+00:00,22.920000076293945,512.78,193.25
2025-04-02 10:45:00+00:00,22.889999389648438,512.8,193.28
2025-04-02 11:00:00+00:00,22.93000030517578,512.79,193.26
2025-04-02 11:15:00+00:00,22.979999542236328,512.56,193.26
2025-04-02 11:30:00+00:00,23.040000915527344,512.41,193.0
2025-04-02 11:45:00+00:00,23.139999389648438,512.08,
2025-04-02 12:00:00+00:00,23.309999465942383,511.47,192.67
2025-04-02 12:15:00+00:00,23.6200008392334,510.11,192.19
2025-04-02 12:30:00+00:00,23.420000076293945,510.85,192.25
2025-04-02 12:45:00+00:00,23.34000015258789,511.13,192.49
2025-04-02 13:00:00+00:00,23.469999313354492,510.61,192.15
2025-04-02 13:15:00+00:00,23.510000228881836,,191.8704
2025-04-02 13:30:00+00:00,22.809999465942383,513.510009765625,193.8699951171875
2025-04-02 13:45:00+00:00,22.610000610351562,513.5499877929688,193.9199981689453
2025-04-02 14:00:00+00:00,22.459999084472656,513.9423828125,193.889404296875
2025-04-02 14:15:00+00:00,22.200000762939453,515.4949951171875,194.51510620117188
2025-04-02 14:30:00+00:00,22.09000015258789,515.3699951171875,194.41000366210938
2025-04-02 14:45:00+00:00,21.850000381469727,516.6213989257812,194.86390686035156
2025-04-02 15:00:00+00:00,21.989999771118164,515.719970703125,194.47500610351562
2025-04-02 15:15:00+00:00,21.760000228881836,517.7894287109375,195.49899291992188
2025-04-02 15:30:00+00:00,21.760000228881836,516.8741455078125,195.27999877929688
2025-04-02 15:45:00+00:00,21.850000381469727,516.7999877929688,195.27200317382812
2025-04-02 16:00:00+00:00,21.739999771118164,517.8565063476562,195.77000427246094
2025-04-02 16:15:00+00:00,21.559999465942383,518.5599975585938,196.19920349121094
2025-04-02 16:30:00+00:00,21.43000030517578,518.8499755859375,196.27000427246094
2025-04-02 16:45:00+00:00,20.940000534057617,519.9000244140625,196.69000244140625
2025-04-02 17:00:00+00:00,20.850000381469727,520.97998046875,197.22999572753906
2025-04-02 17:15:00+00:00,21.100000381469727,520.2781982421875,196.8699951171875
2025-04-02 17:30:00+00:00,21.56999969482422,518.817626953125,196.25999450683594
2025-04-02 17:45:00+00:00,21.700000762939453,518.4349975585938,195.9499969482422
2025-04-02 18:00:00+00:00,21.899999618530273,517.4400024414062,195.4564971923828
2025-04-02 18:15:00+00:00,22.280000686645508,515.7899780273438,194.6999969482422
2025-04-02 18:30:00+00:00,21.719999313354492,517.7449951171875,195.49949645996094
2025-04-02 18:45:00+00:00,22.190000534057617,515.7000122070312,194.6199951171875
2025-04-02 19:00:00+00:00,21.899999618530273,516.6456298828125,194.97000122070312
2025-04-02 19:15:00+00:00,21.75,517.5999755859375,195.4250030517578
2025-04-02 19:30:00+00:00,21.479999542236328,519.030029296875,196.08999633789062
2025-04-02 19:45:00+00:00,21.450000762939453,518.9299926757812,196.0
2025-04-02 20:00:00+00:00,21.510000228881836,522.62,197.9798
2025-04-02 20:15:00+00:00,,511.43,192.5
2025-04-02 20:30:00+00:00,,507.67,190.09
2025-04-02 20:45:00+00:00,,507.55,189.9
2025-04-02 21:00:00+00:00,,505.31,189.2202
2025-04-02 21:15:00+00:00,,505.37,189.35
2025-04-02 21:30:00+00:00,,504.68,189.81
2025-04-02 21:45:00+00:00,,502.49,188.571
2025-04-02 22:00:00+00:00,,501.17,187.91
2025-04-02 22:15:00+00:00,,501.46,187.7
2025-04-02 22:30:00+00:00,,501.135,187.83
2025-04-02 22:45:00+00:00,,502.2,187.9
2025-04-02 23:00:00+00:00,,501.89,187.95
2025-04-02 23:15:00+00:00,,501.5,187.89
2025-04-02 23:30:00+00:00,,500.325,187.44
2025-04-02 23:45:00+00:00,,500.825,187.54
2025-04-03 07:15:00+00:00,25.81999969482422,,
2025-04-03 07:30:00+00:00,25.979999542236328,,
2025-04-03 07:45:00+00:00,25.670000076293945,,
2025-04-03 08:00:00+00:00,25.549999237060547,504.0,189.9
2025-04-03 08:15:00+00:00,25.5,504.5,190.06
2025-04-03 08:30:00+00:00,25.440000534057617,504.38,190.15
2025-04-03 08:45:00+00:00,25.09000015258789,504.59,190.0
2025-04-03 09:00:00+00:00,25.549999237060547,503.22,189.8
2025-04-03 09:15:00+00:00,25.579999923706055,502.93,189.61
2025-04-03 09:30:00+00:00,25.389999389648438,503.32,189.6
2025-04-03 09:45:00+00:00,25.899999618530273,502.2,188.88
2025-04-03 10:00:00+00:00,26.1299991607666,501.38,188.99
2025-04-03 10:15:00+00:00,26.290000915527344,501.2,188.65
2025-04-03 10:30:00+00:00,26.15999984741211,501.71,188.58
2025-04-03 10:45:00+00:00,26.219999313354492,501.4,188.53
2025-04-03 11:00:00+00:00,26.139999389648438,502.36,188.98
2025-04-03 11:15:00+00:00,26.3700008392334,501.52,188.6
2025-04-03 11:30:00+00:00,26.40999984741211,501.88,188.539
2025-04-03 11:45:00+00:00,26.450000762939453,501.76,188.39
2025-04-03 12:00:00+00:00,25.93000030517578,502.925,189.18
2025-04-03 12:15:00+00:00,26.43000030517578,501.89,188.65
2025-04-03 12:30:00+00:00,26.829999923706055,500.7295,187.9
2025-04-03 12:45:00+00:00,27.170000076293945,499.71,187.21
2025-04-03 13:00:00+00:00,27.1200008392334,500.02,187.5
2025-04-03 13:15:00+00:00,27.299999237060547,,187.94
2025-04-03 13:30:00+00:00,26.610000610351562,502.2099914550781,188.55999755859375
2025-04-03 13:45:00+00:00,26.719999313354492,500.82000732421875,188.6649932861328
2025-04-03 14:00:00+00:00,27.739999771118164,498.6600036621094,187.64999389648438
2025-04-03 14:15:00+00:00,27.3799991607666,499.1700134277344,187.93099975585938
2025-04-03 14:30:00+00:00,27.68000030517578,498.3399963378906,187.25
2025-04-03 14:45:00+00:00,28.719999313354492,496.5050048828125,186.38699340820312
2025-04-03 15:00:00+00:00,28.479999542236328,497.6449890136719,186.6999969482422
2025-04-03 15:15:00+00:00,28.1200008392334,497.9100036621094,186.91000366210938
2025-04-03 15:30:00+00:00,27.350000381469727,499.8420104980469,187.72500610351562
2025-04-03 15:45:00+00:00,27.59000015258789,499.5799865722656,187.55999755859375
2025-04-03 16:00:00+00:00,26.790000915527344,501.010009765625,188.15699768066406
2025-04-03 16:15:00+00:00,26.6299991607666,501.7550048828125,188.36000061035156
2025-04-03 16:30:00+00:00,26.920000076293945,500.5400085449219,187.82000732421875
2025-04-03 16:45:00+00:00,27.43000030517578,499.4989929199219,187.43499755859375
2025-04-03 17:00:00+00:00,27.399999618530273,499.489990234375,187.5279998779297
2025-04-03 17:15:00+00:00,27.8799991607666,498.3599853515625,187.10000610351562
2025-04-03 17:30:00+00:00,27.420000076293945,499.5398864746094,187.60000610351562
2025-04-03 17:45:00+00:00,27.90999984741211,498.0450134277344,186.85049438476562
2025-04-03 18:00:00+00:00,28.3799991607666,497.04998779296875,186.45889282226562
2025-04-03 18:15:00+00:00,28.329999923706055,497.0672912597656,186.4947052001953
2025-04-03 18:30:00+00:00,27.700000762939453,498.07000732421875,187.08380126953125
2025-04-03 18:45:00+00:00,27.489999771118164,497.9599914550781,187.22999572753906
2025-04-03 19:00:00+00:00,27.850000381469727,497.20001220703125,186.9199981689453
2025-04-03 19:15:00+00:00,28.6299991607666,495.45001220703125,185.96499633789062
2025-04-03 19:30:00+00:00,28.75,495.8299865722656,186.24989318847656
2025-04-03 19:45:00+00:00,29.709999084472656,494.1700134277344,185.57000732421875
2025-04-03 20:00:00+00:00,29.959999084472656,493.95,185.66
2025-04-03 20:15:00+00:00,,492.33,184.95
2025-04-03 20:30:00+00:00,,492.655,185.16
2025-04-03 20:45:00+00:00,,492.91,185.25
2025-04-03 21:00:00+00:00,,493.44,185.57
2025-04-03 21:15:00+00:00,,493.18,185.46
2025-04-03 21:30:00+00:00,,493.38,186.0
2025-04-03 21:45:00+00:00,,493.39,185.51
2025-04-03 22:00:00+00:00,,492.71,185.29
2025-04-03 22:15:00+00:00,,492.38,185.02
2025-04-03 22:30:00+00:00,,492.85,185.16
2025-04-03 22:45:00+00:00,,492.8,185.22
2025-04-03 23:00:00+00:00,,492.71,185.18
2025-04-03 23:15:00+00:00,,493.005,185.3698
2025-04-03 23:30:00+00:00,,493.165,185.42
2025-04-03 23:45:00+00:00,,492.97,185.3087
2025-04-04 07:15:00+00:00,30.15999984741211,,
2025-04-04 07:30:00+00:00,30.43000030517578,,
2025-04-04 07:45:00+00:00,30.610000610351562,,
2025-04-04 08:00:00+00:00,30.690000534057617,490.65,184.55
2025-04-04 08:15:00+00:00,30.34000015258789,491.1,185.26
2025-04-04 08:30:00+00:00,30.75,490.37,184.9
2025-04-04 08:45:00+00:00,30.790000915527344,490.34,185.04
2025-04-04 09:00:00+00:00,30.950000762939453,490.0,184.48
2025-04-04 09:15:00+00:00,31.100000381469727,489.57,184.51
2025-04-04 09:30:00+00:00,30.8799991607666,490.26,184.61
2025-04-04 09:45:00+00:00,31.079999923706055,490.03,184.45
2025-04-04 10:00:00+00:00,32.369998931884766,487.5,183.17
2025-04-04 10:15:00+00:00,36.290000915527344,481.25,180.0
2025-04-04 10:30:00+00:00,35.93000030517578,481.31,180.56
2025-04-04 10:45:00+00:00,39.38999938964844,479.59,179.59
2025-04-04 11:00:00+00:00,39.11000061035156,479.39,179.39
2025-04-04 11:15:00+00:00,44.34000015258789,475.54,178.0
2025-04-04 11:30:00+00:00,43.54999923706055,476.0,178.42
2025-04-04 11:45:00+00:00,39.380001068115234,480.7,180.0
2025-04-04 12:00:00+00:00,40.34000015258789,480.295,180.28
2025-04-04 12:15:00+00:00,39.459999084472656,481.1,180.05
2025-04-04 12:30:00+00:00,38.77000045776367,481.875,180.73
2025-04-04 12:45:00+00:00,37.459999084472656,482.34,180.8706
2025-04-04 13:00:00+00:00,36.900001525878906,481.94,180.711
2025-04-04 13:15:00+00:00,37.400001525878906,,180.3905
2025-04-04 13:30:00+00:00,39.11000061035156,478.1400146484375,179.05630493164062
2025-04-04 13:45:00+00:00,35.84000015258789,480.8500061035156,180.83999633789062
2025-04-04 14:00:00+00:00,37.970001220703125,476.5400085449219,178.8000030517578
2025-04-04 14:15:00+00:00,40.22999954223633,474.4599914550781,178.02999877929688
2025-04-04 14:30:00+00:00,41.15999984741211,472.989990234375,177.33999633789062
2025-04-04 14:45:00+00:00,40.95000076293945,473.7225036621094,177.468994140625
2025-04-04 15:00:00+00:00,37.90999984741211,478.80999755859375,179.61000061035156
2025-04-04 15:15:00+00:00,40.06999969482422,474.4800109863281,178.25
2025-04-04 15:30:00+00:00,39.77000045776367,474.3299865722656,178.1300048828125
2025-04-04 15:45:00+00:00,40.09000015258789,473.239990234375,177.6199951171875
2025-04-04 16:00:00+00:00,38.689998626708984,474.66900634765625,178.22860717773438
2025-04-04 16:15:00+00:00,40.540000915527344,470.8550109863281,176.4949951171875
2025-04-04 16:30:00+00:00,40.43000030517578,470.67999267578125,176.4199981689453
2025-04-04 16:45:00+00:00,40.40999984741211,470.63958740234375,176.3800048828125
2025-04-04 17:00:00+00:00,41.189998626708984,468.5199890136719,175.50999450683594
2025-04-04 17:15:00+00:00,41.599998474121094,469.82501220703125,176.06500244140625
2025-04-04 17:30:00+00:00,40.650001525878906,471.2900085449219,176.69500732421875
2025-04-04 17:45:00+00:00,40.380001068115234,472.8999938964844,177.52000427246094
2025-04-04 18:00:00+00:00,41.119998931884766,470.1600036621094,176.4499969482422
2025-04-04 18:15:00+00:00,42.7599983215332,467.6449890136719,175.5500030517578
2025-04-04 18:30:00+00:00,44.7400016784668,464.9700012207031,174.47500610351562
2025-04-04 18:45:00+00:00,44.099998474121094,466.7099914550781,175.16000366210938
2025-04-04 19:00:00+00:00,43.11000061035156,468.8949890136719,176.14999389648438
2025-04-04 19:15:00+00:00,42.560001373291016,469.2699890136719,176.36000061035156
2025-04-04 19:30:00+00:00,41.400001525878906,470.7799987792969,176.8800048828125
2025-04-04 19:45:00+00:00,43.849998474121094,464.6300048828125,174.3000030517578
2025-04-04 20:00:00+00:00,45.31999969482422,464.33,174.14
2025-04-04 20:15:00+00:00,,462.35,172.99
2025-04-04 20:30:00+00:00,,464.185,173.93
2025-04-04 20:45:00+00:00,,463.74,173.92
2025-04-04 21:00:00+00:00,,464.15,173.99
2025-04-04 21:15:00+00:00,,464.345,174.1
2025-04-04 21:30:00+00:00,,466.87,174.28
2025-04-04 21:45:00+00:00,,464.66,174.41
2025-04-04 22:00:00+00:00,,464.21,174.57
2025-04-04 22:15:00+00:00,,464.7,174.98
2025-04-04 22:30:00+00:00,,464.77,176.0
2025-04-04 22:45:00+00:00,,464.5,175.05
2025-04-04 23:00:00+00:00,,464.3,176.0
2025-04-04 23:15:00+00:00,,464.18,174.5
2025-04-04 23:30:00+00:00,,463.77,174.1
2025-04-04 23:45:00+00:00,,464.65,174.12
2025-04-07 07:15:00+00:00,59.20000076293945,,
2025-04-07 07:30:00+00:00,57.779998779296875,,
2025-04-07 07:45:00+00:00,56.72999954223633,,
2025-04-07 08:00:00+00:00,54.34000015258789,447.4,167.15
2025-04-07 08:15:00+00:00,53.27000045776367,449.23,167.49
2025-04-07 08:30:00+00:00,53.0099983215332,450.25,168.45
2025-04-07 08:45:00+00:00,53.58000183105469,448.48,167.74
2025-04-07 09:00:00+00:00,54.040000915527344,447.75,167.35
2025-04-07 09:15:00+00:00,53.81999969482422,447.75,167.14
2025-04-07 09:30:00+00:00,52.880001068115234,449.78,168.11
2025-04-07 09:45:00+00:00,52.84000015258789,449.13,167.98
2025-04-07 10:00:00+00:00,50.439998626708984,453.22,169.48
2025-04-07 10:15:00+00:00,50.290000915527344,453.62,169.89
2025-04-07 10:30:00+00:00,47.08000183105469,458.2,171.09
2025-04-07 10:45:00+00:00,48.66999816894531,454.71,169.98
2025-04-07 11:00:00+00:00,47.34000015258789,456.75,170.81
2025-04-07 11:15:00+00:00,47.470001220703125,456.36,170.6
2025-04-07 11:30:00+00:00,48.400001525878906,453.49,169.58
2025-04-07 11:45:00+00:00,48.279998779296875,453.53,169.74
2025-04-07 12:00:00+00:00,49.08000183105469,452.5097,169.0906
2025-04-07 12:15:00+00:00,49.099998474121094,455.98,170.68
2025-04-07 12:30:00+00:00,48.68000030517578,453.1,170.0257
2025-04-07 12:45:00+00:00,47.529998779296875,456.04,170.73
2025-04-07 13:00:00+00:00,48.52000045776367,452.84,169.7609
2025-04-07 13:15:00+00:00,49.0,,168.13
2025-04-07 13:30:00+00:00,53.7599983215332,444.68499755859375,166.4499969482422
2025-04-07 13:45:00+00:00,48.65999984741211,455.5899963378906,171.6750030517578
2025-04-07 14:00:00+00:00,43.0,472.4100036621094,178.4600067138672
2025-04-07 14:15:00+00:00,49.56999969482422,457.8399963378906,172.57000732421875
2025-04-07 14:30:00+00:00,50.27000045776367,459.6300048828125,173.39999389648438
2025-04-07 14:45:00+00:00,45.189998626708984,464.9599914550781,175.5019989013672
2025-04-07 15:00:00+00:00,46.59000015258789,456.04998779296875,171.8000030517578
2025-04-07 15:15:00+00:00,52.15999984741211,453.739990234375,171.0
2025-04-07 15:30:00+00:00,47.66999816894531,462.67999267578125,174.44000244140625
2025-04-07 15:45:00+00:00,49.099998474121094,459.010009765625,172.9593963623047
2025-04-07 16:00:00+00:00,50.099998474121094,457.0400085449219,172.0500030517578
2025-04-07 16:15:00+00:00,49.119998931884766,459.1000061035156,172.94000244140625
2025-04-07 16:30:00+00:00,50.15999984741211,457.5599060058594,172.4250030517578
2025-04-07 16:45:00+00:00,50.970001220703125,455.625,171.5399932861328
2025-04-07 17:00:00+00:00,49.27000045776367,460.89801025390625,173.7550048828125
2025-04-07 17:15:00+00:00,46.790000915527344,464.7099914550781,175.27000427246094
2025-04-07 17:30:00+00:00,45.45000076293945,465.93499755859375,175.8699951171875
2025-04-07 17:45:00+00:00,44.630001068115234,467.8399963378906,176.72999572753906
2025-04-07 18:00:00+00:00,45.38999938964844,465.15618896484375,175.49000549316406
2025-04-07 18:15:00+00:00,46.54999923706055,464.24249267578125,174.9199981689453
2025-04-07 18:30:00+00:00,46.959999084472656,465.6597900390625,175.55670166015625
2025-04-07 18:45:00+00:00,47.7400016784668,462.4150085449219,174.17999267578125
2025-04-07 19:00:00+00:00,48.34000015258789,461.1099853515625,173.58999633789062
2025-04-07 19:15:00+00:00,48.66999816894531,460.0950012207031,173.49009704589844
2025-04-07 19:30:00+00:00,48.29999923706055,460.95001220703125,173.5500030517578
2025-04-07 19:45:00+00:00,48.2599983215332,463.70001220703125,174.52000427246094
2025-04-07 20:00:00+00:00,46.91999816894531,466.43,175.8
2025-04-07 20:15:00+00:00,,466.0,175.46
2025-04-07 20:30:00+00:00,,466.195,175.51
2025-04-07 20:45:00+00:00,,465.5,175.29
2025-04-07 21:00:00+00:00,,465.76,175.5
2025-04-07 21:15:00+00:00,,466.4,175.52
2025-04-07 21:30:00+00:00,,466.45,176.0
2025-04-07 21:45:00+00:00,,466.5,175.7
2025-04-07 22:00:00+00:00,,466.699,176.09
2025-04-07 22:15:00+00:00,,467.25,176.18
2025-04-07 22:30:00+00:00,,467.269,176.18
2025-04-07 22:45:00+00:00,,467.87,176.39
2025-04-07 23:00:00+00:00,,468.9296,176.75
2025-04-07 23:15:00+00:00,,468.6096,176.62
2025-04-07 23:30:00+00:00,,468.0,176.3796
2025-04-07 23:45:00+00:00,,468.345,176.62
2025-04-08 07:15:00+00:00,43.27000045776367,,
2025-04-08 07:30:00+00:00,43.56999969482422,,
2025-04-08 07:45:00+00:00,43.189998626708984,,
2025-04-08 08:00:00+00:00,43.81999969482422,470.13,176.93
2025-04-08 08:15:00+00:00,44.130001068115234,469.11,176.3
2025-04-08 08:30:00+00:00,43.5,471.05,177.01
2025-04-08 08:45:00+00:00,43.029998779296875,471.32,177.15
2025-04-08 09:00:00+00:00,42.65999984741211,471.52,177.2
2025-04-08 09:15:00+00:00,43.2400016784668,470.13,176.5
2025-04-08 09:30:00+00:00,42.900001525878906,471.0,176.75
2025-04-08 09:45:00+00:00,43.45000076293945,469.39,176.37
2025-04-08 10:00:00+00:00,43.38999938964844,469.2,176.21
2025-04-08 10:15:00+00:00,42.91999816894531,469.74,176.37
2025-04-08 10:30:00+00:00,42.27000045776367,470.82,176.88
2025-04-08 10:45:00+00:00,42.380001068115234,470.25,176.8
2025-04-08 11:00:00+00:00,42.369998931884766,470.2,176.94
2025-04-08 11:15:00+00:00,41.90999984741211,471.65,177.17
2025-04-08 11:30:00+00:00,40.939998626708984,474.44,178.35
2025-04-08 11:45:00+00:00,40.31999969482422,476.23,179.19
2025-04-08 12:00:00+00:00,40.099998474121094,476.1,179.22
2025-04-08 12:15:00+00:00,40.52000045776367,475.93,179.078
2025-04-08 12:30:00+00:00,41.0,474.595,178.53
2025-04-08 12:45:00+00:00,40.63999938964844,475.15,178.8
2025-04-08 13:00:00+00:00,39.38999938964844,478.0,179.78
2025-04-08 13:15:00+00:00,39.38999938964844,,180.51
2025-04-08 13:30:00+00:00,38.31999969482422,477.6000061035156,180.3354949951172
2025-04-08 13:45:00+00:00,37.06999969482422,480.2749938964844,181.42250061035156
2025-04-08 14:00:00+00:00,36.880001068115234,481.4200134277344,181.86000061035156
2025-04-08 14:15:00+00:00,37.470001220703125,481.0299987792969,181.67999267578125
2025-04-08 14:30:00+00:00,38.0099983215332,479.3399963378906,181.22000122070312
2025-04-08 14:45:00+00:00,39.650001525878906,475.9399108886719,180.19000244140625
2025-04-08 15:00:00+00:00,40.72999954223633,474.114990234375,179.4199981689453
2025-04-08 15:15:00+00:00,41.2599983215332,472.61480712890625,178.74749755859375
2025-04-08 15:30:00+00:00,39.849998474121094,475.5350036621094,179.75
2025-04-08 15:45:00+00:00,40.380001068115234,474.91009521484375,179.41949462890625
2025-04-08 16:00:00+00:00,40.84000015258789,473.6449890136719,178.94000244140625
2025-04-08 16:15:00+00:00,42.029998779296875,472.3800048828125,178.05999755859375
2025-04-08 16:30:00+00:00,45.43000030517578,467.3652038574219,176.0915069580078
2025-04-08 16:45:00+00:00,46.08000183105469,466.0975036621094,175.5655059814453
2025-04-08 17:00:00+00:00,47.029998779296875,464.25,174.8800048828125
2025-04-08 17:15:00+00:00,49.56999969482422,461.8800048828125,174.03500366210938
2025-04-08 17:30:00+00:00,47.209999084472656,466.7362976074219,175.9600067138672
2025-04-08 17:45:00+00:00,47.75,465.81500244140625,175.6143035888672
2025-04-08 18:00:00+00:00,49.0099983215332,462.6506042480469,174.3800048828125
2025-04-08 18:15:00+00:00,48.81999969482422,461.7799987792969,173.97000122070312
2025-04-08 18:30:00+00:00,50.04999923706055,460.885009765625,173.4550018310547
2025-04-08 18:45:00+00:00,50.16999816894531,461.0799865722656,173.42999267578125
2025-04-08 19:00:00+00:00,53.790000915527344,456.3599853515625,171.22999572753906
2025-04-08 19:15:00+00:00,52.150001525878906,457.239990234375,171.6999969482422
2025-04-08 19:30:00+00:00,56.220001220703125,450.9599914550781,169.27999877929688
2025-04-08 19:45:00+00:00,52.66999816894531,456.4649963378906,171.3300018310547
2025-04-08 20:00:00+00:00,52.2400016784668,456.155,171.4
2025-04-08 20:15:00+00:00,,454.67,170.84
2025-04-08 20:30:00+00:00,,455.17,170.95
2025-04-08 20:45:00+00:00,,455.93,171.31
2025-04-08 21:00:00+00:00,,455.5,171.36
2025-04-08 21:15:00+00:00,,455.8,171.3
2025-04-08 21:30:00+00:00,,456.095,171.6
2025-04-08 21:45:00+00:00,,455.85,171.41
2025-04-08 22:00:00+00:00,,452.91,170.11
2025-04-08 22:15:00+00:00,,451.9,169.45
2025-04-08 22:30:00+00:00,,451.845,169.47
2025-04-08 22:45:00+00:00,,452.56,169.69
2025-04-08 23:00:00+00:00,,450.67,169.0
2025-04-08 23:15:00+00:00,,448.57,167.87
2025-04-08 23:30:00+00:00,,448.28,167.9492
2025-04-08 23:45:00+00:00,,450.82,168.89
2025-04-09 07:15:00+00:00,49.90999984741211,,
2025-04-09 07:30:00+00:00,48.15999984741211,,
2025-04-09 07:45:00+00:00,48.97999954223633,,
2025-04-09 08:00:00+00:00,50.54999923706055,455.44,171.86
2025-04-09 08:15:00+00:00,50.59000015258789,454.81,171.75
2025-04-09 08:30:00+00:00,49.86000061035156,455.9,171.67
2025-04-09 08:45:00+00:00,48.5099983215332,457.56,172.5
2025-04-09 09:00:00+00:00,47.97999954223633,457.95,172.61
2025-04-09 09:15:00+00:00,48.38999938964844,456.93,171.93
